condition,coefficient,intercept,adequacy
"T-3,T-2,T-1",-0.010477503171161423,-0.04284112541768186,1
"T-3,T-2,T-1",-0.010477503171161428,-0.042841125417681855,1
"T-3,T-2,T-1",-0.010477503171161423,-0.042841125417681876,1
"T-3,T-2,T-1",-0.007986324927744898,0.003696461597316016,2
"T-3,T-2,T-1",-0.007986324927744898,0.003696461597316016,2
"T-3,T-2,T-1",-0.007986324927744898,0.003696461597316016,2
"T-3,T-2,T-1",-0.007986324927744898,0.003696461597316015,2
"T-3,T-2,T-1",-0.007986324927744898,0.003696461597316016,2
"T-3,T-2,T-1",-0.007986324927744898,0.003696461597316016,2
"T-3,T-2,T-1",-0.007986324927744898,0.003696461597316015,2
"T-3,T-2,T-1",-0.007986324927744898,0.003696461597316015,2
"T-3,T-2,T-1",-0.007986324927744898,0.003696461597316016,2
"T-3,T-2,T-1",-0.007986324927744898,0.003696461597316016,2
"T-3,T-2,T-1",-0.007986324927744898,0.003696461597316015,2
"T-3,T-2,T-1",-0.007986324927744898,0.003696461597316015,2
"T-3,T-2,T-1",-0.007986324927744898,0.003696461597316015,2
"T-3,T-2,T-1",-0.007986324927744898,0.003696461597316017,2
"T-3,T-2,T-1",-0.007986324927744898,0.003696461597316016,2
"T-3,T-2,T-1",-0.007986324927744898,0.003696461597316015,2
"T-3,T-2,T-1",0.022186387865222777,0.08219832807528821,3
"T-3,T-2,T-1",0.022186387865222784,0.08219832807528822,3
"T-3,T-2,T-1",0.022186387865222777,0.08219832807528824,3
"T-3,T-2,T-1",0.02218638786522281,0.08219832807528818,3
"T-3,T-2,T-1",0.02218638786522279,0.08219832807528824,3
"T-3,T-2,T-1",0.022186387865222798,0.08219832807528824,3
"T-3,T-2,T-1",0.02218638786522281,0.08219832807528822,3
"T-3,T-2,T-1",0.02218638786522279,0.08219832807528824,3
"T-3,T-2,T-1",0.02218638786522277,0.08219832807528824,3
"T-3,T-2,T-1",0.022186387865222777,0.08219832807528824,3
"T-3,T-2,T-1",0.02218638786522279,0.08219832807528824,3
"T-3,T-2,T-1",0.02218638786522279,0.08219832807528824,3
"T-3,T-2,T-1",0.022186387865222795,0.08219832807528824,3
"T-3,T-2,T-1",0.022186387865222777,0.08219832807528824,3
"T-3,T-2,T-1",0.022186387865222798,0.08219832807528824,3
"T-3,T-2,T-1",0.022186387865222788,0.08219832807528822,3
"T-7,T-6,T-5",-0.003893652412167878,-0.05591843487476235,0
"T-7,T-6,T-5",-0.0038936524121678828,-0.05591843487476235,0
"T-7,T-6,T-5",-0.0038936524121678763,-0.055918434874762356,0
"T-7,T-6,T-5",-0.003893652412167878,-0.05591843487476235,0
"T-7,T-6,T-5",-0.003893652412167883,-0.05591843487476236,0
"T-7,T-6,T-5",-0.003893652412167886,-0.055918434874762356,0
"T-7,T-6,T-5",-0.0038936524121678706,-0.055918434874762356,0
"T-7,T-6,T-5",-0.0038936524121678854,-0.05591843487476234,0
"T-7,T-6,T-5",-0.003893652412167877,-0.05591843487476235,0
"T-7,T-6,T-5",-0.0038936524121678763,-0.055918434874762356,0
"T-7,T-6,T-5",-0.0038936524121678854,-0.05591843487476234,0
"T-7,T-6,T-5",-0.0038936524121678854,-0.05591843487476234,0
"T-7,T-6,T-5",-0.0038936524121678836,-0.05591843487476235,0
"T-7,T-6,T-5",-0.0038936524121678828,-0.05591843487476235,0
"T-7,T-6,T-5",-0.0038936524121678854,-0.05591843487476234,0
"T-7,T-6,T-5",-0.0038936524121678828,-0.05591843487476236,0
"T-7,T-6,T-5",-0.002587322592375173,-0.03866249038387494,1
"T-7,T-6,T-5",-0.002587322592375174,-0.03866249038387494,1
"T-7,T-6,T-5",-0.0025873225923751767,-0.03866249038387493,1
"T-7,T-6,T-5",-0.0025873225923751754,-0.038662490383874926,1
"T-7,T-6,T-5",-0.002587322592375177,-0.03866249038387492,1
"T-7,T-6,T-5",-0.0025873225923751736,-0.038662490383874926,1
"T-7,T-6,T-5",-0.0025873225923751754,-0.038662490383874926,1
"T-7,T-6,T-5",-0.002587322592375183,-0.038662490383874926,1
"T-7,T-6,T-5",-0.002587322592375174,-0.03866249038387494,1
"T-7,T-6,T-5",-0.0025873225923751767,-0.03866249038387493,1
"T-7,T-6,T-5",-0.002587322592375183,-0.038662490383874926,1
"T-7,T-6,T-5",-0.002587322592375183,-0.038662490383874926,1
"T-7,T-6,T-5",-0.0025873225923751827,-0.03866249038387492,1
"T-7,T-6,T-5",-0.002587322592375182,-0.03866249038387492,1
"T-7,T-6,T-5",-0.002587322592375182,-0.03866249038387492,1
"T-7,T-6,T-5",-0.002587322592375181,-0.038662490383874926,1
"T-7,T-6,T-5",-0.001675716761408419,0.003959798951177119,2
"T-7,T-6,T-5",-0.0016757167614084188,0.00395979895117712,2
"T-7,T-6,T-5",-0.001675716761408419,0.003959798951177119,2
"T-7,T-6,T-5",-0.0016757167614084162,0.003959798951177117,2
"T-7,T-6,T-5",-0.0016757167614084164,0.003959798951177118,2
"T-7,T-6,T-5",-0.0016757167614084153,0.003959798951177115,2
"T-7,T-6,T-5",-0.0016757167614084168,0.003959798951177118,2
"T-7,T-6,T-5",-0.0016757167614084194,0.00395979895117712,2
"T-7,T-6,T-5",-0.001675716761408419,0.003959798951177119,2
"T-7,T-6,T-5",-0.001675716761408419,0.003959798951177119,2
"T-7,T-6,T-5",-0.0016757167614084194,0.00395979895117712,2
"T-7,T-6,T-5",-0.0016757167614084194,0.00395979895117712,2
"T-7,T-6,T-5",-0.0016757167614084192,0.00395979895117712,2
"T-7,T-6,T-5",-0.001675716761408418,0.00395979895117712,2
"T-7,T-6,T-5",-0.0016757167614084177,0.0039597989511771185,2
"T-7,T-6,T-5",-0.0016757167614084194,0.00395979895117712,2
"T-7,T-6,T-5",0.0065615396327296654,0.0724128918557548,3
"T-7,T-6,T-5",0.006561539632729667,0.0724128918557548,3
"T-7,T-6,T-5",0.006561539632729659,0.07241289185575478,3
"T-7,T-6,T-5",0.006561539632729674,0.0724128918557548,3
"T-7,T-6,T-5",0.006561539632729659,0.0724128918557548,3
"T-7,T-6,T-5",0.006561539632729669,0.0724128918557548,3
"T-7,T-6,T-5",0.006561539632729672,0.07241289185575481,3
"T-7,T-6,T-5",0.006561539632729659,0.0724128918557548,3
"T-7,T-6,T-5",0.006561539632729661,0.0724128918557548,3
"T-7,T-6,T-5",0.006561539632729661,0.0724128918557548,3
"T-7,T-6,T-5",0.006561539632729659,0.0724128918557548,3
"T-7,T-6,T-5",0.006561539632729659,0.0724128918557548,3
"T-7,T-6,T-5",0.006561539632729659,0.0724128918557548,3
"T-7,T-6,T-5",0.0065615396327296654,0.0724128918557548,3
"T-7,T-6,T-5",0.006561539632729659,0.0724128918557548,3
"T-7,T-6,T-5",0.0065615396327296585,0.07241289185575481,3
