experiment,condition,score_mean,score_std,pval,p_corrected,stars
data_Maniscalco_2017_expt2,RF_incorrect,0.6170203285059699,0.09087744473012366,9.999900000999992e-06,0.00015999840001599988,***
data_Maniscalco_2017_expt3,RF_incorrect,0.6938357299183979,0.114762648831394,9.999900000999992e-06,0.00015999840001599988,***
data_Maniscalco_2017_expt4,RF_incorrect,0.6475817190862573,0.11935024598977809,9.999900000999992e-06,0.00015999840001599988,***
data_Siedlecka_2019,RF_incorrect,0.76737265214491,0.11376396247687065,9.999900000999992e-06,0.00015999840001599988,***
data_Wierzchon_2014,RF_incorrect,0.6048889653456218,0.1271128901179611,9.999900000999992e-06,0.00015999840001599988,***
data_vanBoxtel_2019_Expt1,RF_incorrect,0.6389891147767239,0.06547822446185604,9.999900000999992e-06,0.00015999840001599988,***
data_vanBoxtel_2019_Expt2,RF_incorrect,0.6564724089699123,0.0914959049104421,9.999900000999992e-06,0.00015999840001599988,***
data_Shekhar_2018,RF_incorrect,0.661691184146484,0.1254425943690225,1.0199898001019994e-05,0.0001631983680163199,***
data_Koculak_unpub,RF_incorrect,0.573888380136412,0.09714212265693853,1.0299897001029993e-05,0.0001647983520164799,***
data_Sherman_2016_JOCN,RF_incorrect,0.5774490641312522,0.06092704423558751,1.3999860001399986e-05,0.00022399776002239978,***
data_Gajdos_2019,RF_incorrect,0.6082462747105427,0.10941834569366891,6.069939300606994e-05,0.000971190288097119,***
data_Bang_2019_Exp1,RNN_correct,0.7975284671414099,0.03114934483988147,9.999900000999992e-06,0.00015999840001599988,***
data_Bang_2019_Exp2,RNN_correct,0.6382230918132036,0.10467821584048813,9.999900000999992e-06,0.00015999840001599988,***
data_Gajdos_2019,RNN_correct,0.6042048750526401,0.04496099695955636,9.999900000999992e-06,0.00015999840001599988,***
data_Haddara_unpub,RNN_correct,0.6549349402643797,0.10792143217893706,9.999900000999992e-06,0.00015999840001599988,***
data_Koculak_unpub,RNN_correct,0.6204701607141929,0.10474517155917298,9.999900000999992e-06,0.00015999840001599988,***
data_Law_unpub,RNN_correct,0.6969100906908599,0.053541871637505095,9.999900000999992e-06,0.00015999840001599988,***
data_Maniscalco_2017_expt1,RNN_correct,0.6731805762632729,0.10647358648698337,9.999900000999992e-06,0.00015999840001599988,***
data_Maniscalco_2017_expt2,RNN_correct,0.614170860415584,0.0691555894254986,9.999900000999992e-06,0.00015999840001599988,***
data_Maniscalco_2017_expt3,RNN_correct,0.6704529974561345,0.0859900247190693,9.999900000999992e-06,0.00015999840001599988,***
data_Maniscalco_2017_expt4,RNN_correct,0.7050048765040988,0.15412232685438373,9.999900000999992e-06,0.00015999840001599988,***
data_Shekhar_2018,RNN_correct,0.6836987919221114,0.08319707862711508,9.999900000999992e-06,0.00015999840001599988,***
data_Sherman_2016_JOCN,RNN_correct,0.6120113579272489,0.07007991193741141,9.999900000999992e-06,0.00015999840001599988,***
data_Siedlecka_2019,RNN_correct,0.725740665962137,0.12637155768139188,9.999900000999992e-06,0.00015999840001599988,***
data_Wierzchon_2014,RNN_correct,0.5987023558730801,0.10087933049981114,9.999900000999992e-06,0.00015999840001599988,***
data_vanBoxtel_2019_Expt1,RNN_correct,0.584776031958264,0.04730623219293238,9.999900000999992e-06,0.00015999840001599988,***
data_vanBoxtel_2019_Expt2,RNN_correct,0.6669296348665403,0.06644462672779085,9.999900000999992e-06,0.00015999840001599988,***
data_Bang_2019_Exp1,RNN_incorrect,0.7089222810200121,0.05718317078975804,9.999900000999992e-06,0.00015999840001599988,***
data_Bang_2019_Exp2,RNN_incorrect,0.6646388354187102,0.11097480771858181,9.999900000999992e-06,0.00015999840001599988,***
data_Gajdos_2019,RNN_incorrect,0.6127175361650147,0.08688324055135092,9.999900000999992e-06,0.00015999840001599988,***
data_Haddara_unpub,RNN_incorrect,0.6380956225961615,0.10645690517848269,9.999900000999992e-06,0.00015999840001599988,***
data_Koculak_unpub,RNN_incorrect,0.5968070773000975,0.09008308626094953,9.999900000999992e-06,0.00015999840001599988,***
data_Law_unpub,RNN_incorrect,0.6949583912317194,0.05424757858659025,9.999900000999992e-06,0.00015999840001599988,***
data_Maniscalco_2017_expt1,RNN_incorrect,0.650325255633984,0.09082679370729574,9.999900000999992e-06,0.00015999840001599988,***
data_Maniscalco_2017_expt2,RNN_incorrect,0.6569814467226726,0.09084630962265167,9.999900000999992e-06,0.00015999840001599988,***
data_Maniscalco_2017_expt3,RNN_incorrect,0.6902129019758182,0.09504899647282074,9.999900000999992e-06,0.00015999840001599988,***
data_Maniscalco_2017_expt4,RNN_incorrect,0.6851839106490976,0.16820524376559742,9.999900000999992e-06,0.00015999840001599988,***
data_Shekhar_2018,RNN_incorrect,0.6812568838317729,0.12013910848692297,9.999900000999992e-06,0.00015999840001599988,***
data_Sherman_2016_JOCN,RNN_incorrect,0.5940456012102595,0.0656623411095208,9.999900000999992e-06,0.00015999840001599988,***
data_Siedlecka_2019,RNN_incorrect,0.7458504575376382,0.10617925523165839,9.999900000999992e-06,0.00015999840001599988,***
data_Wierzchon_2014,RNN_incorrect,0.5631767567893077,0.14102675603544892,9.999900000999992e-06,0.00015999840001599988,***
data_vanBoxtel_2019_Expt1,RNN_incorrect,0.6378449328423231,0.06367764796299054,9.999900000999992e-06,0.00015999840001599988,***
data_vanBoxtel_2019_Expt2,RNN_incorrect,0.6585391389322933,0.0749440867715849,9.999900000999992e-06,0.00015999840001599988,***
